City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
388,yabassi,4.457,9.9682,78.93,80,100,1.3,CM,1674330908
389,urumqi,43.801,87.6005,11.35,85,100,2.24,CN,1674330841
390,lincoln,40.8,-96.667,32.29,88,100,3.44,US,1674330908
391,paamiut,61.994,-49.6678,4.78,67,100,12.06,GL,1674330908
392,sinnamary,5.3833,-52.95,77.07,89,100,13.11,GF,1674330909
393,acarau,-2.8856,-40.12,81.37,73,10,12.44,BR,1674330909
394,manjacaze,-24.7117,33.8828,75.67,80,97,8.7,MZ,1674330910
395,sola,-13.8833,167.55,81.68,75,100,5.88,VU,1674330910
396,juneau,58.3019,-134.4197,40.21,89,100,13.8,US,1674330767
397,yamada,39.4667,141.95,27.79,61,72,4.05,JP,1674330911
398,akyab,20.15,92.9,64.2,64,0,7.63,MM,1674330911
399,waipawa,-41.4122,175.5153,61.09,75,3,7.16,NZ,1674330911
400,ust-nera,64.5667,143.2,-32.53,99,100,2.89,RU,1674330912
401,taltal,-25.4,-70.4833,69.87,72,13,5.93,CL,1674330912
402,faanui,-16.4833,-151.75,80.74,66,100,8.08,PF,1674330912
403,arenzano,44.4052,8.6832,44.33,40,0,10.36,IT,1674330913
404,bria,6.5423,21.9863,77.32,21,100,2.17,CF,1674330913
405,chapais,49.7834,-74.8492,11.98,89,100,6.49,CA,1674330913
406,mount isa,-20.7333,139.5,65.97,68,46,0.0,AU,1674330914
407,ullal,12.8,74.85,76.15,83,0,3.44,IN,1674330914
408,ankazobe,-18.3167,47.1167,62.56,98,100,5.17,MG,1674330914
409,dumai,1.6833,101.45,72.23,98,99,2.13,ID,1674330915
410,airai,-8.9266,125.4092,59.85,91,92,1.1,TL,1674330915
411,menongue,-14.6585,17.691,64.2,92,100,5.75,AO,1674330916
412,iranshahr,27.2025,60.6848,48.54,43,0,4.61,IR,1674330916
413,srednekolymsk,67.45,153.6833,-34.13,99,100,5.03,RU,1674330916
414,bodrum,37.0383,27.4292,58.48,65,5,10.13,TR,1674330807
415,prado,-17.3411,-39.2208,80.11,81,100,9.17,BR,1674330917
416,touros,-5.1989,-35.4608,81.7,72,14,13.78,BR,1674330917
417,shakhtinsk,49.71,72.5872,-9.36,100,99,1.48,KZ,1674330918
418,garmsar,35.2182,52.3409,40.64,47,16,6.29,IR,1674330918
419,yenagoa,4.9247,6.2642,81.48,73,18,8.08,NG,1674330918
420,champerico,14.3,-91.9167,93.74,61,4,10.45,GT,1674330919
421,hofn,64.2539,-15.2082,42.21,89,100,19.37,IS,1674330919
422,amli,20.2833,73.0167,64.35,41,6,3.04,IN,1674330920
423,salinas,36.6777,-121.6555,59.99,61,0,3.44,US,1674330783
424,daniel flores,9.3355,-83.6694,79.45,59,10,4.63,CR,1674330636
425,alamosa,37.4695,-105.87,19.76,65,45,3.2,US,1674330920
426,datong,40.0936,113.2914,10.29,83,84,2.26,CN,1674330921
427,sonda,59.3436,26.8364,24.98,97,53,6.2,EE,1674330921
428,calatayud,41.3535,-1.6432,34.25,73,7,9.8,ES,1674330922
429,ullapool,57.8987,-5.1604,39.94,94,93,9.91,GB,1674330922
430,oistins,13.0667,-59.5333,82.49,65,40,21.85,BB,1674330789
431,cayenne,4.9333,-52.3333,80.64,74,75,10.36,GF,1674330638
432,balkanabat,39.5108,54.3671,33.31,34,1,2.91,TM,1674330923
433,ryotsu,38.0833,138.4333,32.83,84,80,3.38,JP,1674330923
434,prince rupert,54.3161,-130.3201,42.49,92,40,10.36,CA,1674330924
435,havoysund,70.9963,24.6622,32.23,69,100,13.4,NO,1674330816
436,pontes e lacerda,-15.2261,-59.3353,86.7,59,94,3.74,BR,1674330924
437,labuhan,-6.8844,112.2051,73.45,89,100,5.7,ID,1674330924
438,santa cruz,-17.8,-63.1667,89.65,55,40,23.02,BO,1674330640
439,tarakan,3.3,117.6333,77.97,84,100,6.22,ID,1674330905
440,zhanaozen,43.3,52.8,28.92,70,0,11.9,KZ,1674330925
441,aniva,46.7144,142.5294,-9.29,93,94,5.35,RU,1674330925
442,bud,39.447,-86.1758,33.91,83,72,3.8,US,1674330926
443,kemijarvi,66.7131,27.4306,4.5,100,99,4.18,FI,1674330926
444,lovozero,68.005,35.0117,12.92,78,1,5.75,RU,1674330927
445,sindor,62.8629,51.8905,26.02,92,100,5.79,RU,1674330927
446,petauke,-14.2426,31.3253,63.45,98,100,2.91,ZM,1674330927
447,high prairie,55.4334,-116.4858,34.63,96,100,4.25,CA,1674330928
448,quatre cocos,-20.2078,57.7625,77.11,86,99,4.9,MU,1674330928
449,martapura,-3.4167,114.85,75.29,100,100,4.61,ID,1674330929
450,narsaq,60.9167,-46.05,-10.73,70,4,8.59,GL,1674330929
451,vila velha,-20.3297,-40.2925,78.75,96,100,4.61,BR,1674330929
452,guozhen,34.3659,107.359,34.56,72,100,1.77,CN,1674330930
453,jurm,36.8648,70.8342,21.04,80,100,0.85,AF,1674330930
454,lima,-12.0432,-77.0282,73.65,69,0,9.22,PE,1674330815
455,garowe,8.4054,48.4845,70.07,59,58,16.82,SO,1674330930
456,longyearbyen,78.2186,15.6401,22.84,74,20,5.75,SJ,1674330931
457,puerto colombia,10.9878,-74.9547,86.09,70,0,21.54,CO,1674330931
458,batagay,67.6333,134.6333,-52.74,97,75,3.51,RU,1674330932
459,swan river,52.1058,-101.2676,15.69,92,8,16.11,CA,1674330932
460,pulandian,39.3953,121.9669,22.64,87,83,6.53,CN,1674330933
461,san cristobal,7.7669,-72.225,78.98,39,6,6.87,VE,1674330862
462,keetmanshoop,-26.5833,18.1333,87.28,24,99,18.39,NA,1674330933
463,novikovo,51.1537,37.8879,27.19,79,100,11.21,RU,1674330933
464,vibo valentia,38.6996,16.1274,41.59,62,68,14.14,IT,1674330934
465,sakakah,29.9697,40.2064,58.57,61,3,9.89,SA,1674330934
466,turinsk,58.0458,63.696,23.38,75,90,12.41,RU,1674330935
467,petropavlovsk-kamchatskiy,53.0452,158.6483,-8.81,64,0,8.95,RU,1674330935
468,cabra,37.4725,-4.4421,48.65,87,7,6.2,ES,1674330936
469,mangla,31.8931,72.3817,48.16,62,2,4.14,PK,1674330936
470,celestun,20.8667,-90.4,82.15,55,52,6.33,MX,1674330936
471,atasu,48.6814,71.6433,-3.87,100,74,6.69,KZ,1674330937
472,yashan,22.1975,109.9419,63.23,88,100,4.76,CN,1674330937
473,princeton,25.5384,-80.4089,82.42,68,40,9.22,US,1674330663
474,havre-saint-pierre,50.2334,-63.5986,25.16,33,0,5.75,CA,1674330938
475,andilamena,-17.0167,48.5833,64.92,96,100,10.31,MG,1674330938
476,boyolangu,-8.1181,111.8935,74.43,91,96,3.49,ID,1674330938
477,jarvenpaa,60.4737,25.0899,24.69,95,100,8.05,FI,1674330939
478,sault sainte marie,46.5168,-84.3333,27.16,82,100,3.44,CA,1674330664
479,shingu,33.7333,135.9833,34.16,68,9,5.79,JP,1674330939
480,cockburn town,21.4612,-71.1419,80.56,65,40,11.5,TC,1674330786
481,letychiv,49.3826,27.6305,36.72,91,16,5.26,UA,1674330940
482,ormara,25.2088,64.6357,61.83,30,0,18.34,PK,1674330940
483,flin flon,54.7682,-101.865,15.64,92,100,5.75,CA,1674330940
484,north bend,43.4065,-124.2243,48.07,93,100,5.75,US,1674330642
485,chicama,-7.8447,-79.1469,70.34,56,21,11.88,PE,1674330941
486,nouakchott,18.0858,-15.9785,65.89,71,4,12.95,MR,1674330941
487,sao sebastiao do paraiso,-20.9169,-46.9914,70.2,93,100,7.96,BR,1674330650
488,roberval,48.5168,-72.2324,12.15,78,20,5.75,CA,1674330942
489,lakes entrance,-37.8811,147.981,60.17,88,100,6.42,AU,1674330942
490,floriano,-6.7669,-43.0225,85.59,56,99,4.81,BR,1674330942
491,umiray,15.2206,121.4111,76.17,89,91,15.95,PH,1674330943
492,port hardy,50.6996,-127.4199,39.38,100,100,5.75,CA,1674330943
493,dwarka,22.2394,68.9678,66.69,46,0,11.39,IN,1674330943
494,nuevo progreso,23.1667,-97.95,79.9,64,85,8.99,MX,1674330944
495,brooks,50.5834,-111.8851,39.18,68,13,4.61,CA,1674330944
496,samarai,-10.6167,150.6667,80.55,78,100,4.94,PG,1674330944
497,moree,-29.4667,149.85,69.78,62,76,14.61,AU,1674330945
498,mulchen,-37.7167,-72.2333,82.26,17,0,7.09,CL,1674330945
499,chapayevka,47.4711,36.3451,32.45,93,100,8.43,UA,1674330945
500,campo formoso,-10.5075,-40.3214,84.06,46,68,5.03,BR,1674330946
501,oranjemund,-28.55,16.4333,64.02,90,6,8.19,NA,1674330946
502,ramtek,21.4,79.3333,65.16,59,0,3.56,IN,1674330946
503,ulaangom,49.9811,92.0667,-11.83,68,12,7.54,MN,1674330947
504,penzance,50.1186,-5.5371,45.28,69,82,14.7,GB,1674330947
505,sungaipenuh,-2.0833,101.3833,62.89,96,97,2.15,ID,1674330947
506,bahraich,27.5833,81.6,55.0,67,0,7.54,IN,1674330948
507,kloulklubed,7.0419,134.2556,81.37,81,100,22.48,PW,1674330948
508,eberswalde,52.8349,13.8195,35.44,97,100,16.22,DE,1674330949
509,lashio,22.9333,97.75,47.82,64,9,1.68,MM,1674330949
510,mana,5.6592,-53.7767,77.59,87,21,10.45,GF,1674330949
511,teruel,40.6667,-0.6667,22.98,90,36,26.91,ES,1674330950
512,mount gambier,-37.8333,140.7667,60.78,76,100,9.48,AU,1674330950
513,pacific grove,36.6177,-121.9166,57.54,61,0,11.99,US,1674330950
514,san nicolas,18.1725,120.5953,73.65,76,100,5.28,PH,1674330951
515,hostotipaquillo,21.0667,-104.0667,82.27,20,0,5.59,MX,1674330951
516,tallahassee,30.4383,-84.2807,62.8,31,100,5.57,US,1674330858
517,marsa matruh,31.3525,27.2453,55.6,71,0,5.75,EG,1674330952
518,kamenka,51.3223,42.7678,22.17,81,100,13.44,RU,1674330952
519,domodossola,46.1165,8.2931,42.82,57,100,9.15,IT,1674330953
520,pemangkat,1.1667,108.9667,77.11,87,100,3.49,ID,1674330953
521,dabat,12.9842,37.765,56.23,38,2,1.21,ET,1674330953
522,briancon,44.9,6.65,26.62,87,56,3.24,FR,1674330801
523,rassvet,46.8333,40.75,32.74,84,100,17.96,RU,1674330954
524,tabou,4.423,-7.3528,80.19,79,6,9.4,CI,1674330954
525,mareeba,-17.0,145.4333,70.52,93,56,2.84,AU,1674330954
526,yar-sale,66.8333,70.8333,15.8,96,100,6.8,RU,1674330955
527,pavino,59.1139,46.1414,22.08,94,100,5.84,RU,1674330955
528,beringovskiy,63.05,179.3167,-20.85,93,100,9.86,RU,1674330956
529,tahe,52.3333,124.7333,-43.76,98,46,3.36,CN,1674330956
530,alberton,46.8168,-64.0654,28.31,66,89,16.4,CA,1674330956
531,joshimath,30.5667,79.5667,32.5,35,0,9.73,IN,1674330957
532,mayo,38.8876,-76.5119,43.52,57,100,6.91,US,1674330957
533,olinda,-8.0089,-34.8553,83.93,61,40,6.91,BR,1674330957
534,hirara,24.8,125.2833,68.85,75,100,19.06,JP,1674330958
535,harbour breton,47.4833,-55.7983,31.87,80,100,29.8,CA,1674330958
536,pesochnoye,58.006,39.1772,23.07,96,100,4.18,RU,1674330959
537,codrington,-38.2667,141.9667,57.25,93,7,8.97,AU,1674330959
538,shache,38.4167,77.2406,4.57,87,4,3.6,CN,1674330960
539,wagar,16.1525,36.2032,78.3,50,0,9.37,SD,1674330960
540,chalus,36.655,51.4204,42.26,70,20,0.0,IR,1674330960
541,sibu,2.3,111.8167,73.71,100,40,0.0,MY,1674330961
542,winnemucca,40.973,-117.7357,30.56,58,4,4.12,US,1674330961
543,wanaka,-44.7,169.15,58.1,64,49,3.89,NZ,1674330843
544,tunceli,39.1083,39.5471,40.89,57,0,5.14,TR,1674330962
545,manado,1.487,124.8455,74.17,100,40,2.3,ID,1674330962
546,gat,31.61,34.7642,59.4,74,2,2.37,IL,1674330962
547,koudougou,12.25,-2.3667,84.22,11,100,7.52,BF,1674330963
548,nizwa,22.9333,57.5333,60.17,64,30,4.54,OM,1674330963
549,minas,-34.3759,-55.2377,81.18,63,100,11.14,UY,1674330964
550,teguise,29.0605,-13.564,62.82,77,40,14.97,ES,1674330964
551,scarborough,54.2797,-0.4044,33.91,88,3,5.01,GB,1674330699
552,sioux lookout,50.1001,-91.917,21.27,86,100,8.05,CA,1674330965
553,san-pedro,4.7485,-6.6363,80.56,80,96,9.15,CI,1674330965
554,povenets,62.8487,34.8262,20.21,95,100,1.86,RU,1674330966
555,pitimbu,-7.4706,-34.8086,84.79,70,1,10.36,BR,1674330966
556,saldanha,-33.0117,17.9442,68.05,89,0,6.69,ZA,1674330966
557,bonavista,48.6499,-53.1147,30.99,95,100,34.29,CA,1674330967
558,inverell,-29.7833,151.1167,63.1,78,76,3.0,AU,1674330967
559,okhotsk,59.3833,143.3,-15.9,78,96,13.6,RU,1674330968
560,concepcion,-36.827,-73.0498,71.4,56,0,13.8,CL,1674330968
561,bengkulu,-3.8004,102.2655,76.08,88,100,4.7,ID,1674330968
562,greve strand,55.5834,12.2999,31.14,92,100,9.22,DK,1674330969
563,cap malheureux,-19.9842,57.6142,76.46,82,99,8.25,MU,1674330969
564,ocho rios,18.4025,-77.1048,80.8,65,8,11.74,JM,1674330970
565,vanimo,-2.6741,141.3028,76.42,91,100,4.03,PG,1674330970
566,ngunguru,-35.6167,174.5,65.93,80,91,3.53,NZ,1674330970
